building,1,oak_log
building,2,oak_wood
building,3,stripped_oak_log
building,4,stripped_oak_wood
building,5,oak_planks
building,6,oak_stairs
building,7,oak_slab
building,8,oak_fence
building,9,oak_fence_gate
building,10,oak_door
building,11,oak_trapdoor
building,12,oak_pressure_plate
building,13,oak_button
building,14,spruce_log
building,15,spruce_wood
building,16,stripped_spruce_log
building,17,stripped_spruce_wood
building,18,spruce_planks
building,19,spruce_stairs
building,20,spruce_slab
building,21,spruce_fence
building,22,spruce_fence_gate
building,23,spruce_door
building,24,spruce_trapdoor
building,25,spruce_pressure_plate
building,26,spruce_button
building,27,birch_log
building,28,birch_wood
building,29,stripped_birch_log
building,30,stripped_birch_wood
building,31,birch_planks
building,32,birch_stairs
building,33,birch_slab
building,34,birch_fence
building,35,birch_fence_gate
building,36,birch_door
building,37,birch_trapdoor
building,38,birch_pressure_plate
building,39,birch_button
building,40,jungle_log
building,41,jungle_wood
building,42,stripped_jungle_log
building,43,stripped_jungle_wood
building,44,jungle_planks
building,45,jungle_stairs
building,46,jungle_slab
building,47,jungle_fence
building,48,jungle_fence_gate
building,49,jungle_door
building,50,jungle_trapdoor
building,51,jungle_pressure_plate
building,52,jungle_button
building,53,acacia_log
building,54,acacia_wood
building,55,stripped_acacia_log
building,56,stripped_acacia_wood
building,57,acacia_planks
building,58,acacia_stairs
building,59,acacia_slab
building,60,acacia_fence
building,61,acacia_fence_gate
building,62,acacia_door
building,63,acacia_trapdoor
building,64,acacia_pressure_plate
building,65,acacia_button
building,66,dark_oak_log
building,67,dark_oak_wood
building,68,stripped_dark_oak_log
building,69,stripped_dark_oak_wood
building,70,dark_oak_planks
building,71,dark_oak_stairs
building,72,dark_oak_slab
building,73,dark_oak_fence
building,74,dark_oak_fence_gate
building,75,dark_oak_door
building,76,dark_oak_trapdoor
building,77,dark_oak_pressure_plate
building,78,dark_oak_button
building,79,mangrove_log
building,80,mangrove_wood
building,81,stripped_mangrove_log
building,82,stripped_mangrove_wood
building,83,mangrove_planks
building,84,mangrove_stairs
building,85,mangrove_slab
building,86,mangrove_fence
building,87,mangrove_fence_gate
building,88,mangrove_door
building,89,mangrove_trapdoor
building,90,mangrove_pressure_plate
building,91,mangrove_button
building,92,cherry_log
building,93,cherry_wood
building,94,stripped_cherry_log
building,95,stripped_cherry_wood
building,96,cherry_planks
building,97,cherry_stairs
building,98,cherry_slab
building,99,cherry_fence
building,100,cherry_fence_gate
building,101,cherry_door
building,102,cherry_trapdoor
building,103,cherry_pressure_plate
building,104,cherry_button
building,105,pale_oak_log
building,106,pale_oak_wood
building,107,stripped_pale_oak_log
