chiseled_copper,chiseled_copper
chiseled_copper,exposed_chiseled_copper
chiseled_copper,oxidized_chiseled_copper
chiseled_copper,waxed_chiseled_copper
chiseled_copper,waxed_exposed_chiseled_copper
chiseled_copper,waxed_oxidized_chiseled_copper
chiseled_copper,waxed_weathered_chiseled_copper
chiseled_copper,weathered_chiseled_copper
copper_block,copper_block
copper_block,exposed_copper
copper_block,oxidized_copper
copper_block,waxed_copper_block
copper_block,waxed_exposed_copper
copper_block,waxed_oxidized_copper
copper_block,waxed_weathered_copper
copper_block,weathered_copper
copper_bars,copper_bars
copper_bars,exposed_copper_bars
copper_bars,oxidized_copper_bars
copper_bars,waxed_copper_bars
copper_bars,waxed_exposed_copper_bars
copper_bars,waxed_oxidized_copper_bars
copper_bars,waxed_weathered_copper_bars
copper_bars,weathered_copper_bars
copper_bulb,copper_bulb
copper_bulb,exposed_copper_bulb
copper_bulb,oxidized_copper_bulb
copper_bulb,waxed_copper_bulb
copper_bulb,waxed_exposed_copper_bulb
copper_bulb,waxed_oxidized_copper_bulb
copper_bulb,waxed_weathered_copper_bulb
copper_bulb,weathered_copper_bulb
copper_chain,copper_chain
copper_chain,exposed_copper_chain
copper_chain,oxidized_copper_chain
copper_chain,waxed_copper_chain
copper_chain,waxed_exposed_copper_chain
copper_chain,waxed_oxidized_copper_chain
copper_chain,waxed_weathered_copper_chain
copper_chain,weathered_copper_chain
copper_chest,copper_chest
copper_chest,exposed_copper_chest
copper_chest,oxidized_copper_chest
copper_chest,waxed_copper_chest
copper_chest,waxed_exposed_copper_chest
copper_chest,waxed_oxidized_copper_chest
copper_chest,waxed_weathered_copper_chest
copper_chest,weathered_copper_chest
copper_door,copper_door
copper_door,exposed_copper_door
copper_door,oxidized_copper_door
copper_door,waxed_copper_door
copper_door,waxed_exposed_copper_door
copper_door,waxed_oxidized_copper_door
copper_door,waxed_weathered_copper_door
copper_door,weathered_copper_door
copper_golem_statue,copper_golem_statue
copper_golem_statue,exposed_copper_golem_statue
copper_golem_statue,oxidized_copper_golem_statue
copper_golem_statue,waxed_copper_golem_statue
copper_golem_statue,waxed_exposed_copper_golem_statue
copper_golem_statue,waxed_oxidized_copper_golem_statue
copper_golem_statue,waxed_weathered_copper_golem_statue
copper_golem_statue,weathered_copper_golem_statue
copper_grate,copper_grate
copper_grate,exposed_copper_grate
copper_grate,oxidized_copper_grate
copper_grate,waxed_copper_grate
copper_grate,waxed_exposed_copper_grate
copper_grate,waxed_oxidized_copper_grate
copper_grate,waxed_weathered_copper_grate
copper_grate,weathered_copper_grate
copper_lantern,copper_lantern
copper_lantern,exposed_copper_lantern
copper_lantern,oxidized_copper_lantern
copper_lantern,waxed_copper_lantern
copper_lantern,waxed_exposed_copper_lantern
copper_lantern,waxed_oxidized_copper_lantern
copper_lantern,waxed_weathered_copper_lantern
copper_lantern,weathered_copper_lantern
copper_trapdoor,copper_trapdoor
copper_trapdoor,exposed_copper_trapdoor
copper_trapdoor,oxidized_copper_trapdoor
copper_trapdoor,waxed_copper_trapdoor
copper_trapdoor,waxed_exposed_copper_trapdoor
copper_trapdoor,waxed_oxidized_copper_trapdoor
copper_trapdoor,waxed_weathered_copper_trapdoor
copper_trapdoor,weathered_copper_trapdoor
cut_copper,cut_copper
cut_copper,exposed_cut_copper
cut_copper,oxidized_cut_copper
cut_copper,waxed_cut_copper
cut_copper,waxed_exposed_cut_copper
cut_copper,waxed_oxidized_cut_copper
cut_copper,waxed_weathered_cut_copper
cut_copper,weathered_cut_copper
cut_copper_slab,cut_copper_slab
cut_copper_slab,exposed_cut_copper_slab
cut_copper_slab,oxidized_cut_copper_slab
cut_copper_slab,waxed_cut_copper_slab
cut_copper_slab,waxed_exposed_cut_copper_slab
cut_copper_slab,waxed_oxidized_cut_copper_slab
cut_copper_slab,waxed_weathered_cut_copper_slab
cut_copper_slab,weathered_cut_copper_slab
cut_copper_stairs,cut_copper_stairs
cut_copper_stairs,exposed_cut_copper_stairs
cut_copper_stairs,oxidized_cut_copper_stairs
cut_copper_stairs,waxed_cut_copper_stairs
cut_copper_stairs,waxed_exposed_cut_copper_stairs
cut_copper_stairs,waxed_oxidized_cut_copper_stairs
cut_copper_stairs,waxed_weathered_cut_copper_stairs
cut_copper_stairs,weathered_cut_copper_stairs
lightning_rod,exposed_lightning_rod
lightning_rod,lightning_rod
lightning_rod,oxidized_lightning_rod
lightning_rod,waxed_exposed_lightning_rod
lightning_rod,waxed_lightning_rod
lightning_rod,waxed_oxidized_lightning_rod
lightning_rod,waxed_weathered_lightning_rod
lightning_rod,weathered_lightning_rod
